,City,Country,Continent,Housing,Cost of Living,Commute,Safety,Healthcare,Education,Environmental Quality,Economy,Taxation,Internet Access,Leisure & Culture,Outdoors,Average Score,Air Quality,Air Quality Level
127,La Paz, Bolivia,South America,4.724,0.0,3.83425,6.750500000000001,4.315999999999999,0.0,1.73375,4.536,4.549,1.548,1.525,5.499999999999999,3.251375,,
128,Las Palmas de Gran Canaria, Spain,Europe,8.232000000000001,7.717,0.0,9.1545,9.214333333333332,3.759000000000001,6.860499999999999,4.296,3.894000000000001,6.195500000000001,2.8145,5.5375000000000005,5.639569444444445,33,Good
129,Las Vegas, Nevada,North America,7.001,5.759,4.807499999999999,2.385,5.6353333333333335,3.6245,5.556500000000001,6.5145,4.772,5.3035,6.3685,5.385,5.259361111111111,7,Good
130,Lausanne, Switzerland,Europe,4.0755,1.0,5.85825,8.032499999999999,7.351999999999999,6.622,8.809750000000001,6.552,6.4285000000000005,4.146,4.222,5.337999999999999,5.703041666666667,20,Good
131,Leeds, United Kingdom,Europe,6.811,5.363,5.1057500000000005,7.731,8.633666666666667,4.9825,5.922000000000001,5.438,5.9545,7.329499999999999,3.7435,1.2955,5.692493055555556,38,Good
132,Leipzig, Germany,Europe,8.177,5.9110000000000005,6.01375,7.277000000000001,7.300333333333332,4.306500000000001,9.03275,5.373500000000001,3.9035,5.646500000000001,4.5265,4.747000000000001,6.017944444444446,29,Good
133,Lille, France,Europe,7.532000000000001,5.399000000000001,2.29375,6.942,9.071,4.3935,4.2395,4.2045,2.648000000000001,3.826999999999999,5.1095000000000015,2.2925000000000004,4.8293541666666675,59,Moderate
134,Lima, Peru,South America,8.712,8.496,4.759,5.2905,5.710666666666665,0.5,2.48075,3.1625000000000005,6.524,2.41,6.8085,5.388000000000001,5.020159722222222,82,Moderate
135,Lisbon, Portugal,Europe,6.734000000000001,7.004000000000001,5.31575,8.438,7.860333333333332,4.48,6.4115,3.483,4.1575,6.394000000000001,7.833500000000001,5.690999999999999,6.150215277777778,18,Good
136,Liverpool, United Kingdom,Europe,7.485,6.02,4.541,7.7285,9.027666666666669,4.872,7.275250000000001,5.438,5.9545,8.994,5.393,5.458500000000001,6.515618055555556,30,Good
137,Ljubljana, Slovenia,Europe,8.214000000000002,6.749000000000001,5.69875,8.953,7.671666666666668,4.851999999999999,8.661750000000001,4.7205,4.8100000000000005,5.4895000000000005,4.799,1.8225,6.036805555555557,-,
138,London, United Kingdom,Europe,1.0,3.94,5.3955,7.243500000000001,8.017999999999999,9.027,5.547750000000001,5.438,5.9545,5.8455,9.4555,5.374499999999999,6.019979166666666,53,Moderate
139,Los Angeles, California,North America,1.5275,4.556000000000001,3.677000000000001,5.705,6.027333333333332,8.6245,4.7315000000000005,6.5145,4.7675,5.496500000000001,9.196,6.747,5.63086111111111,91,Moderate
140,Louisville, Kentucky,North America,7.258,6.358000000000001,1.954,3.6175,6.162333333333332,3.6245,6.601249999999999,6.5145,4.062,5.526999999999999,5.6935,1.3,4.889381944444444,76,Moderate
141,Luxembourg, Luxembourg,Europe,2.4530000000000003,3.411,5.8445,8.627999999999998,8.220333333333333,3.4795,8.57625,7.473000000000001,7.151,5.458,4.495500000000001,1.475,5.55542361111111,42,Good
142,Lviv, Ukraine,Europe,9.778,10.0,5.485250000000001,7.822,4.869999999999999,0.0,4.82525,1.2755,5.478,5.055999999999999,7.0585,4.436000000000001,5.507041666666667,16,Good
143,Lyon, France,Europe,6.697000000000001,4.349,5.18525,7.134499999999999,8.641666666666666,4.5805,6.54325,4.2045,2.648000000000001,9.403,5.987500000000001,5.373500000000001,5.89563888888889,10,Good
144,Madison, Wisconsin,North America,5.8295,6.173,5.473750000000001,7.362000000000001,7.006999999999999,5.385999999999999,9.524,6.5145,4.204,4.9925,4.422000000000001,4.376,5.9386875,50,Good
145,Madrid, Spain,Europe,6.414000000000001,6.2490000000000006,5.285750000000001,7.7925,8.916333333333332,4.291500000000001,5.5655,4.296,3.894000000000001,6.241,9.338,6.22,6.208631944444444,26,Good
146,Malaga, Spain,Europe,8.0515,7.375,5.78275,7.693,8.655666666666667,3.759000000000001,8.108250000000002,4.296,3.894000000000001,6.1895,6.389,5.784000000000001,6.3314722222222235,31,Good
147,Malmo, Sweden,Europe,7.263000000000001,5.57,5.646750000000001,6.598000000000001,8.215,3.893,9.2055,5.694499999999999,2.7495000000000003,8.219999999999999,2.3445,4.524,5.826979166666667,15,Good
148,Managua, Nicaragua,North America,4.7855,0.0,0.0,7.774500000000001,6.403666666666666,0.0,3.3405,3.9395,3.2545,1.177,1.837,1.4335,2.828805555555556,,
149,Manchester, United Kingdom,Europe,6.455500000000001,5.049000000000001,4.728,6.7725,8.518999999999998,5.652,4.363,5.438,5.9545,5.814,4.9750000000000005,3.676,5.616375000000001,42,Good
150,Manila, Philippines,Asia,8.5955,8.751999999999999,3.713,6.4345,4.297666666666667,0.0,1.683,5.006499999999999,4.303,4.608,7.584,4.8255,4.983555555555555,-,
151,Marseille, France,Europe,7.5885,6.026000000000002,5.86075,5.252,8.843666666666666,4.442,3.942,4.2045,2.648000000000001,5.5425,5.443000000000001,5.1835,5.414701388888889,24,Good
152,Medellin, Colombia,South America,9.2315,9.315,5.3545,7.477,6.790666666666666,1.531,6.17075,4.5945,1.8515000000000004,4.1485,5.029,3.662,5.4296597222222225,72,Moderate
153,Melbourne, Australia,Oceania,4.829999999999999,4.798000000000001,4.872,7.1325,8.015999999999998,6.2205,7.891499999999999,6.0695000000000014,4.5885,5.896000000000001,6.461,6.202999999999999,6.081541666666666,11,Good
154,Memphis, Tennessee,North America,7.1145000000000005,5.829,1.9175,2.8585000000000003,4.951333333333333,3.6245,4.545249999999999,6.5145,4.772,6.07,6.860499999999999,3.5695,4.885590277777777,,
155,Mexico City, Mexico,North America,8.360000000000001,9.244,3.806,5.464000000000001,6.379999999999999,1.713,2.5062500000000005,3.5005,4.333500000000001,5.8405000000000005,9.962,3.914,5.418645833333334,87,Moderate
156,Miami, Florida,North America,3.031,4.497,4.0527500000000005,4.321,6.031,4.3945,6.292,6.5145,4.772,5.824,6.7675,5.3845,5.1568125,30,Good
157,Milan, Italy,Europe,5.194500000000001,4.801000000000001,5.5120000000000005,7.378000000000001,8.444666666666667,4.283,4.458,3.3625,2.4365,5.013999999999999,7.917000000000001,5.641,5.370180555555557,61,Moderate
158,Milwaukee, Wisconsin,North America,6.1225,5.526,4.915000000000001,4.267,6.082333333333333,4.177,7.989000000000001,6.5145,4.204,4.346,6.8375,5.064000000000001,5.5037361111111105,52,Moderate
159,Minneapolis-Saint Paul, Minnesota,North America,4.738500000000001,5.042000000000001,4.924999999999999,5.085000000000001,6.680999999999999,5.2745,8.362,6.5145,4.062,6.258499999999999,6.8505,5.095999999999999,5.7407916666666665,,
160,Minsk, Belarus,Europe,9.4955,9.289,5.365500000000001,9.038,5.5106666666666655,0.5,7.04825,3.204,5.926,4.863,6.949999999999999,4.906000000000001,6.0079930555555565,,
161,Montevideo, Uruguay,South America,8.183000000000002,6.197,5.288,5.9735000000000005,6.654999999999999,1.6900000000000002,4.545,4.416,4.8285,2.1785,4.9465,5.1785,5.0066250000000005,,
162,Montreal, Canada,North America,7.392000000000001,5.948,5.107,7.822,7.395,7.299000000000001,7.7215,5.8405000000000005,7.2745000000000015,4.478000000000001,6.9175,5.303,6.5415,68,Moderate
163,Moscow, Russia,Europe,6.555000000000001,8.099,4.546250000000001,7.478,4.763,4.5725,5.27475,3.148,6.017000000000001,6.571,8.875499999999999,5.090000000000002,5.915833333333333,25,Good
164,Mumbai, India,Asia,8.124,9.825,3.94,7.618500000000001,3.802333333333333,0.5275,2.0965,5.5565,3.4145,3.429,4.968499999999999,5.792000000000001,4.924527777777778,157,Unhealthy
165,Munich, Germany,Europe,4.23,4.648,6.013999999999999,9.049,8.370999999999999,7.554499999999999,9.018250000000002,5.373500000000001,3.9035,5.155000000000001,7.335999999999999,7.330999999999999,6.498645833333334,19,Good
166,Nairobi, Kenya,Africa,8.8505,8.431999999999999,4.069,5.972,3.5983333333333327,0.5,3.1987500000000004,4.376999999999999,5.084,1.889,2.67,4.0495,4.3908402777777775,,
167,Nantes, France,Europe,7.7225,5.021,5.997750000000001,7.6355,8.533333333333333,4.4045000000000005,7.323,4.2045,2.648000000000001,4.867,4.351000000000001,2.672,5.448340277777778,42,Good
168,Naples, Italy,Europe,8.215,5.81,4.70575,6.389500000000002,7.186333333333332,4.058000000000001,1.65625,3.3625,2.4365,5.314000000000001,6.045,5.359,5.044819444444445,3,Good
169,Nashville, Tennessee,North America,4.4545,5.742000000000001,4.501,5.078,5.952999999999999,4.733,7.056499999999999,6.5145,4.772,6.6370000000000005,7.0200000000000005,1.2735,5.31125,79,Moderate
170,New Orleans, Louisiana,North America,5.339,4.991999999999999,4.6275,2.088,5.884,4.151999999999999,5.674,6.5145,4.346,6.453000000000001,7.1985,1.0,4.855708333333334,49,Good
171,New York, New York,North America,1.0,2.342,5.51925,7.022,6.105333333333332,8.0935,5.233749999999999,6.5145,3.9205,7.0985,10.0,5.7475,5.716402777777777,94,Moderate
172,Nice, France,Europe,6.4985,4.475,6.051,7.234,8.329666666666665,4.4045000000000005,6.423,4.2045,2.648000000000001,6.472,4.7795,5.5265,5.587180555555556,34,Good
173,Nicosia, Cyprus,Europe,8.631,6.301,5.491250000000001,8.102500000000001,6.758666666666667,2.475,3.672,2.9955,7.507999999999999,2.6545,6.949,1.7755,5.276159722222222,70,Moderate
174,Oklahoma City, Oklahoma,North America,7.261000000000001,6.394,5.02725,4.6855,5.976666666666666,3.6245,7.61525,6.5145,4.204,7.689,5.376000000000001,4.129,5.708055555555557,37,Good
175,Omaha, Nebraska,North America,7.040500000000001,5.994000000000001,2.1277500000000003,5.5520000000000005,6.893999999999999,4.128,7.876000000000001,6.5145,4.204,6.3065,4.942,4.181,5.480020833333334,46,Good
176,Orlando, Florida,North America,5.778499999999999,5.284,4.33875,4.134,5.9673333333333325,3.6245,6.676,6.5145,4.772,4.886,5.9295,4.492999999999999,5.199840277777778,19,Good
177,Osaka, Japan,Asia,7.8315,4.819,5.255000000000001,10.0,8.705333333333332,5.589499999999999,5.326750000000001,3.7235,6.033,3.724,7.2265,5.1875,6.118465277777779,30,Good
178,Oslo, Norway,Europe,3.768,1.0380000000000005,5.775250000000001,7.1065000000000005,7.909999999999998,5.144500000000001,8.42425,7.0735,4.752,7.9705,5.899,6.1895,5.920916666666667,22,Good
179,Ottawa, Canada,North America,6.700499999999999,6.027,5.4052500000000006,8.4475,8.011333333333333,5.423500000000001,9.29225,5.8405000000000005,7.2745000000000015,6.267499999999999,6.0920000000000005,5.318499999999999,6.675027777777778,59,Moderate
180,Oulu, Finland,Europe,3.7445,0.0,6.04075,8.458500000000003,7.701333333333332,5.4545,8.933000000000002,3.921,4.8785,5.722999999999999,2.006,5.072,5.161090277777778,28,Good
181,Oxford, United Kingdom,Europe,3.65,4.941000000000001,5.95825,8.5685,7.970000000000001,6.638000000000001,7.553750000000001,5.438,5.9545,6.1545000000000005,5.495,2.6290000000000004,5.912541666666667,38,Good
182,Palo Alto, California,North America,0.5,0.0,2.2027499999999995,7.637,6.515,3.6245,6.726500000000001,6.5145,4.488,7.142,0.0,1.7500000000000002,3.9250208333333334,13,Good
183,Panama, Panama,North America,3.1530000000000005,0.0,0.0,6.976000000000001,6.593333333333334,0.0,4.38425,6.040500000000001,6.947500000000001,3.1900000000000004,5.5565,4.8195,3.9717152777777773,24,Good
184,Paris, France,Europe,3.5835,3.664,5.330500000000001,6.2465,8.207666666666666,7.085,4.36225,4.2045,2.648000000000001,9.716,9.8165,4.433,5.774784722222225,24,Good
185,Perth, Australia,Oceania,5.233,4.795,4.695,7.1045,8.059333333333331,5.143,8.132500000000002,6.0695000000000014,4.5885,4.1785,4.5115,5.6835,5.682819444444443,55,Moderate
186,Philadelphia, Pennsylvania,North America,4.207,4.422000000000001,4.1315,3.133,6.482666666666664,6.0285,5.1240000000000006,6.5145,3.7785,7.443,8.492,4.115,5.322638888888888,31,Good
187,Phnom Penh, Cambodia,Asia,8.552000000000001,8.001000000000001,4.68,6.684,2.984,0.0,2.4482500000000003,5.379999999999999,7.984000000000001,3.395,5.407,3.4330000000000007,4.912354166666668,-,
188,Phoenix, Arizona,North America,6.533,6.208,4.828500000000001,2.583,6.126333333333331,4.590999999999999,4.625249999999999,6.5145,4.488,6.178,6.8100000000000005,6.7355,5.5184236111111105,76,Moderate
189,Phuket, Thailand,Asia,8.823,7.602000000000001,4.50425,5.7285,6.653666666666665,1.187,3.62425,2.387,6.794500000000001,3.615,4.8135,4.626,5.029888888888888,30,Good
190,Pittsburgh, Pennsylvania,North America,5.963500000000002,4.795,4.308,4.791,6.399666666666666,6.5935,6.874250000000001,6.5145,3.7785,8.669500000000001,6.859,4.0685,5.801243055555556,122,Unhealthy for Sensitive Groups
191,Portland, Maine,North America,0.0,0.0,1.97025,6.358499999999999,5.174666666666666,3.6245,7.675499999999999,6.5145,4.062,3.5465,3.305,4.978,3.934118055555556,25,Good
192,Portland, Oregon,North America,4.138,4.924,4.908,5.1805,6.317666666666667,4.2155,8.4595,6.5145,3.9205,5.968500000000001,6.2195,6.303999999999999,5.589180555555555,25,Good
193,Porto, Portugal,Europe,8.109500000000002,7.422000000000001,5.460000000000001,7.704500000000001,8.166666666666666,4.449,7.03875,3.483,4.1575,4.4945,5.625,5.9485,6.004909722222222,1,Good
194,Porto Alegre, Brazil,South America,9.221000000000002,8.120000000000001,5.105,5.2955,5.56,1.017,4.13975,2.187,2.8525,2.196,7.7035,4.922499999999999,4.859979166666666,,
195,Prague, Czechia,Europe,7.4305,7.569,5.846500000000001,8.6595,7.8809999999999985,4.238,7.0142500000000005,4.378000000000001,5.9335,6.0905,8.464500000000001,4.901000000000001,6.533854166666667,12,Good
196,Providence, Rhode Island,North America,3.1530000000000005,0.0,2.422,6.846,6.515,5.3015,5.900499999999999,6.5145,4.204,8.9345,3.9185000000000008,1.084,4.566125,38,Good
197,Quebec, Canada,Europe,8.5175,6.037,5.279999999999999,9.1595,8.131333333333334,5.42,7.3155,5.8405000000000005,7.2745000000000015,3.2985,5.636500000000001,4.718999999999999,6.385819444444444,60,Moderate
198,Quito, Ecuador,South America,9.0165,7.822,4.789250000000001,6.968999999999999,6.406333333333332,0.0,4.1762500000000005,3.8855,7.513999999999999,3.4815,4.8015,5.499999999999999,5.3634861111111105,64,Moderate
199,Raleigh, North Carolina,North America,6.128500000000001,5.610000000000001,4.78425,6.5225,6.677333333333333,7.1165,8.583750000000002,6.5145,4.062,7.9515,6.613,3.3905000000000003,6.162861111111112,31,Good
200,Reykjavik, Iceland,Europe,2.7715,1.0,5.475,8.658,8.078999999999999,4.057,8.62375,5.283,4.4655000000000005,6.742,5.0205,4.8035000000000005,5.4148958333333335,17,Good
201,Richmond, Virginia,North America,6.439500000000002,5.949,5.648499999999999,3.3765,6.488333333333332,3.6245,6.6217500000000005,6.5145,4.204,7.645499999999999,6.3385,1.035,5.323798611111111,38,Good
202,Riga, Latvia,Europe,8.933000000000002,7.329,5.35275,7.6255,5.710000000000001,4.090999999999999,6.966,4.094500000000001,5.929,5.841000000000001,7.7065,5.5265,6.258729166666668,,
203,Rio De Janeiro, Brazil,South America,8.32,7.751,4.55325,5.2955,4.849666666666666,1.0175,3.32275,2.187,2.8454999999999995,2.338,8.6675,6.151999999999999,4.774972222222222,,
204,Riyadh, Saudi Arabia,Asia,8.6965,7.806000000000001,4.75325,7.583000000000001,6.085666666666666,0.5035,3.3512500000000003,7.042,10.0,4.13,5.843500000000001,0.5,5.524555555555557,25,Good
205,Rochester, New York,North America,6.727,5.488,1.90775,5.899,6.106,4.494999999999999,5.93525,6.5145,3.9205,5.551,5.335,4.404,5.190249999999999,55,Moderate
206,Rome, Italy,Europe,5.6025,5.323,4.533250000000001,6.604500000000001,7.863666666666665,4.157000000000001,4.2765,3.3625,2.4365,4.491,9.11,6.396000000000001,5.346368055555556,38,Good
207,Rotterdam, Netherlands,Europe,6.0440000000000005,4.934000000000001,5.9670000000000005,8.268,8.329,4.306500000000001,7.08675,5.053000000000001,4.954999999999999,5.852500000000001,5.427499999999999,4.280999999999999,5.875354166666668,20,Good
208,Saint Petersburg, Russia,Europe,8.3605,8.673,4.626,7.793000000000001,4.951999999999999,4.282,4.324250000000001,3.148,6.0445,5.6425,9.6535,5.385,6.073687499999999,5,Good
209,Salt Lake City, Utah,North America,6.141000000000001,6.172000000000001,4.573999999999999,5.657,6.246333333333332,4.2805,6.21575,6.5145,4.204,6.810500000000001,5.932,6.641000000000002,5.782381944444445,24,Good
210,San Antonio, Texas,North America,6.402000000000001,6.683,4.96475,4.2165,6.307,4.151999999999999,6.201499999999999,6.5145,4.772,8.0745,6.6955,3.4185000000000003,5.700145833333333,10,Good
211,San Diego, California,North America,2.9335,5.156000000000001,4.40975,6.933,6.519666666666666,5.4575,7.26725,6.5145,4.488,5.999,8.21,6.396000000000002,5.857013888888889,65,Moderate
212,San Francisco Bay Area, California,North America,1.0,2.618,4.687250000000001,5.7155000000000005,6.448999999999999,8.6245,6.4815000000000005,6.5145,4.488,5.605500000000001,9.407,7.014,5.7170625,,
213,San Jose, Costa Rica,North America,8.1645,6.728000000000001,3.83425,6.7090000000000005,7.432666666666666,1.2095,5.256249999999999,4.081499999999999,5.751999999999999,1.5155000000000003,6.866500000000001,2.7855,5.027930555555556,21,Good
214,San Juan, Puerto Rico,North America,7.427500000000001,5.98,1.142,5.121000000000001,4.363333333333333,0.0,4.493250000000001,0.0,4.3965000000000005,4.273499999999999,6.839500000000001,5.3245000000000005,4.113423611111112,-,
215,San Luis Obispo, California,North America,1.7245,0.0,1.3922499999999998,8.058,5.871333333333332,3.6245,7.392000000000001,6.5145,4.488,7.935500000000001,2.7765,1.5075000000000005,4.273715277777778,34,Good
216,San Salvador, El Salvador,North America,8.8015,7.7429999999999986,4.6855,5.4025,5.558666666666666,0.0,1.00075,2.6590000000000003,5.5255,1.831,4.858499999999999,1.9175,4.165284722222222,30,Good
217,Santiago, Chile,South America,8.3815,7.237,5.550999999999999,6.9645,7.066,2.6415000000000006,4.528,3.725,8.929499999999999,1.0,7.556000000000001,5.499999999999999,5.756666666666667,74,Moderate
218,Santo Domingo, Dominican Republic,North America,9.289,8.076000000000002,4.56525,5.779,5.026000000000001,0.5,2.3805,6.1135,5.768,4.221,5.796500000000001,3.4175,5.0776875,,
219,Sao Paulo, Brazil,South America,8.316,7.823000000000001,4.412000000000001,5.2955,5.371999999999999,1.104,2.6535,2.187,2.8525,3.3895000000000004,8.789499999999999,7.0775,4.939333333333333,61,Moderate
220,Sarajevo, Bosnia and Herzegovina,Europe,9.6925,8.659,5.708000000000001,7.132999999999999,6.525666666666666,0.0,3.666,2.088,9.118,4.6475,5.9345,2.8705000000000003,5.503555555555557,59,Moderate
221,Saskatoon, Canada,North America,7.159500000000001,5.042000000000001,5.8055,6.638000000000001,7.513999999999999,5.344000000000001,7.757999999999999,5.8405000000000005,7.2745000000000015,4.890000000000001,1.0,0.5,5.397166666666668,17,Good
222,Seattle, Washington,North America,2.291,3.79,4.523750000000001,5.6365,6.309666666666666,5.7145,7.560250000000001,6.5145,4.772,4.940499999999999,8.1155,7.2094999999999985,5.614805555555556,21,Good
223,Seoul, South Korea,Asia,6.142500000000001,3.698000000000001,5.718999999999999,8.305,8.549,6.8655,6.787000000000001,5.561,6.6075,7.637,8.200000000000001,5.776,6.653958333333333,24,Good
224,Seville, Spain,Europe,8.095500000000001,6.961,5.567000000000001,8.929499999999999,8.221333333333332,4.259500000000001,7.220749999999999,4.296,3.894000000000001,6.1895,7.416,3.0330000000000004,6.173590277777779,34,Good
225,Shanghai, China,Asia,5.744,7.179,5.0845,7.2085,6.206,5.6995000000000005,2.83875,6.103,1.4959999999999998,2.636,6.693499999999999,5.717499999999999,5.2171875000000005,87,Moderate
226,Singapore, Singapore,Asia,1.745,3.4890000000000003,5.42725,9.9715,7.682666666666665,8.2465,7.95425,7.478500000000001,9.959,8.447,7.422499999999999,5.834,6.971430555555557,38,Good
227,Skopje, Macedonia,Europe,9.740500000000004,9.11,5.7365,7.2795,6.628666666666668,0.5,2.6492500000000003,4.1225000000000005,9.475,4.520499999999999,6.208000000000001,3.302,5.7727013888888905,108,Unhealthy for Sensitive Groups
228,Sofia, Bulgaria,Europe,9.306,8.55,5.622,7.550499999999999,5.586666666666666,2.0145,4.99925,3.25,8.720500000000001,6.272500000000001,5.318499999999999,4.0565,5.937243055555555,34,Good
229,St. Louis, Missouri,North America,6.958,5.504,5.085500000000001,3.880500000000001,6.669999999999999,5.2715,7.37425,6.5145,4.062,8.909,7.642500000000001,4.8285,6.058354166666668,54,Moderate
230,Stockholm, Sweden,Europe,4.865,4.36,5.685500000000001,6.8865,8.039333333333332,6.6675,8.99175,5.694499999999999,2.7495000000000003,7.6135,6.797499999999999,4.494,6.070381944444445,2,Good
231,Stuttgart, Germany,Europe,6.314000000000001,5.673000000000002,6.205499999999999,8.269500000000003,7.851333333333333,5.0505,7.225,5.373500000000001,3.9035,5.124,5.556,3.9495,5.874611111111111,41,Good
232,Sydney, Australia,Oceania,1.9865,4.128,4.851,7.5710000000000015,8.033666666666665,6.725500000000001,7.81675,6.0695000000000014,4.5885,4.7365,6.2275,6.2635,5.749826388888888,17,Good
233,Taipei, Taiwan,Asia,7.977,5.644,5.6065,9.542,5.905333333333333,5.589500000000001,6.23575,6.6355,7.333,5.2315000000000005,7.2635,5.5885,6.546006944444444,50,Good
234,Tallinn, Estonia,Europe,8.376500000000002,6.931000000000001,5.932500000000001,9.4255,7.366333333333333,5.355,7.825500000000001,4.1850000000000005,5.341,5.202,7.0235,4.5355,6.458277777777778,12,Good
235,Tampa Bay Area, Florida,North America,5.696,5.253,1.40075,4.706499999999999,6.572999999999999,4.2805,7.37875,6.5145,4.772,7.195,6.433999999999999,5.497,5.475083333333333,,
236,Tampere, Finland,Europe,6.936,4.622,6.3495,8.689000000000002,8.316333333333333,5.3895,8.922,3.921,4.8785,5.792000000000001,4.187000000000001,4.571000000000001,6.047819444444445,20,Good
237,Tartu, Estonia,Europe,8.961000000000002,7.47,6.441,9.3765,8.395,5.4035,9.416,4.1850000000000005,5.341,4.3005,4.081,3.499,6.4057916666666666,22,Good
238,Tashkent, Uzbekistan,Asia,5.0,0.0,0.0,8.9045,3.693333333333333,0.0,6.555499999999999,5.5375,6.0145,1.2425000000000002,3.1760000000000006,4.2425,3.697194444444444,189,Unhealthy
239,Tbilisi, Georgia,Europe,9.4905,9.765,5.64425,9.506,5.052333333333334,0.8625,3.19675,4.2525,8.055000000000001,4.087,4.919,5.477500000000001,5.859027777777778,65,Moderate
240,Tehran, Iran,Asia,8.302999999999999,9.544,3.7995,6.792999999999999,5.312333333333332,0.51,2.9425,3.9435,4.0525,1.5759999999999998,6.521,5.499999999999999,4.8997777777777785,115,Unhealthy for Sensitive Groups
241,Tel Aviv, Israel,Asia,4.91,4.370000000000001,4.994249999999999,8.0065,8.338,3.766500000000001,6.02675,5.0265,6.9175,2.566,5.3335,5.4125,5.472333333333332,52,Moderate
242,The Hague, Netherlands,Europe,6.053000000000001,4.653,5.061000000000001,8.789000000000001,8.213999999999999,4.306500000000001,8.283750000000001,5.053000000000001,4.954999999999999,6.5135000000000005,5.0145,4.924,5.9850208333333335,24,Good
243,Thessaloniki, Greece,Europe,9.3775,6.6000000000000005,5.91375,7.992,7.508999999999999,3.1635,3.33825,3.3199999999999994,4.1665,2.596,7.689000000000002,4.665000000000001,5.527541666666667,89,Moderate
244,Tokyo, Japan,Asia,5.657000000000001,3.431,6.0075,10.0,8.82633333333333,6.980500000000001,5.955750000000001,3.7235,6.033,4.835000000000001,9.342000000000002,6.5225,6.442840277777777,16,Good
245,Toronto, Canada,North America,4.66,5.271,4.683000000000001,7.693500000000001,8.063666666666666,7.602500000000001,7.1775,5.8405000000000005,7.2745000000000015,4.383,7.826,5.594,6.339097222222222,57,Moderate
246,Toulouse, France,Europe,7.544,4.552,5.06775,6.967,8.831999999999999,4.442,5.079750000000001,4.2045,2.648000000000001,4.622000000000001,4.1370000000000005,3.3040000000000003,5.116666666666667,26,Good
247,Tunis, Tunisia,Africa,9.968,9.998,5.614500000000001,8.291500000000001,6.2926666666666655,0.5,3.27975,3.0920000000000005,2.599,1.0725,5.742500000000001,5.365500000000001,5.151326388888887,,
248,Turin, Italy,Europe,8.069500000000001,5.612,5.60925,6.252000000000001,8.367666666666667,4.1015,3.8855,3.3625,2.4365,2.369,7.061,5.705,5.235951388888889,59,Moderate
249,Turku, Finland,Europe,7.534000000000002,5.07,6.7285,9.1755,8.712666666666667,5.347499999999999,9.10475,3.921,4.8785,6.6825,5.0975,4.5375,6.399159722222222,17,Good
250,Uppsala, Sweden,Europe,7.16,5.442,5.9750000000000005,7.850000000000001,8.152666666666665,5.2045,8.5815,5.694499999999999,2.7495000000000003,5.854,3.427,3.4665,5.796430555555555,4,Good
251,Utrecht, Netherlands,Europe,5.4665,4.604,5.9902500000000005,8.631,8.394,5.5915,8.0955,5.053000000000001,4.954999999999999,6.676,5.373,4.6965,6.127187500000001,25,Good
252,Valencia, Spain,Europe,8.135500000000002,6.872,5.809000000000001,7.786499999999999,8.885666666666665,4.266000000000001,5.94225,4.296,3.894000000000001,9.14,7.078000000000001,6.331500000000001,6.536368055555556,21,Good
253,Valletta, Malta,Europe,3.1530000000000005,0.0,0.0,8.518,8.107,2.8195,3.77575,5.5395,5.783499999999999,3.2015,5.827,4.716999999999999,4.2868125,63,Moderate
254,Vancouver, Canada,North America,4.080500000000001,5.259,4.93675,7.5695,8.037666666666665,6.889000000000001,8.42325,5.8405000000000005,7.2745000000000015,4.550500000000001,5.7170000000000005,7.4,6.33151388888889,6,Good
255,Victoria, Canada,North America,5.696,5.703,5.226000000000001,7.808000000000001,7.693,5.3815,9.29475,5.8405000000000005,7.2745000000000015,6.194999999999999,4.523000000000001,4.3555,6.249229166666667,25,Good
256,Vienna, Austria,Europe,6.314000000000001,5.111,6.21325,8.5965,8.198,4.854500000000001,9.27,4.663,2.666,6.173,8.521500000000001,5.294499999999999,6.322937499999999,38,Good
257,Vilnius, Lithuania,Europe,8.621,7.576,5.9277500000000005,8.857,6.330666666666666,3.7,8.71775,4.691,6.592499999999999,7.9265,5.198500000000001,4.106,6.520388888888888,10,Good
258,Warsaw, Poland,Europe,7.8695,8.192,5.202999999999999,8.6995,6.881666666666666,4.668500000000001,6.388999999999999,4.7615,5.097,6.0,7.3355000000000015,4.961,6.338180555555556,43,Good
259,Washington, District of Columbia,North America,1.2105,3.5949999999999998,4.457000000000001,2.1915,6.257999999999999,5.968500000000001,6.99375,6.5145,4.062,3.825500000000001,10.0,5.023499999999999,5.008312499999999,41,Good
260,Wellington, New Zealand,Oceania,5.134499999999999,5.161,6.039750000000001,8.223,8.078333333333331,4.756,9.60925,5.505500000000001,5.9315,5.1745,4.599,6.397,6.217444444444445,7,Good
261,Winnipeg, Canada,North America,7.552500000000001,5.882,5.104500000000001,6.0155,7.755666666666667,5.344000000000001,5.67475,5.8405000000000005,7.2745000000000015,4.902500000000001,4.688,4.243,5.856451388888889,15,Good
262,Wroclaw, Poland,Europe,8.452,8.434000000000001,4.954750000000001,8.165500000000002,6.7813333333333325,4.161500000000001,4.96475,4.7615,5.097,5.761500000000001,4.7495,4.085,5.864027777777778,43,Good
263,Yerevan, Armenia,Asia,9.6945,9.431,5.64925,8.873000000000001,5.102,0.0,4.439500000000002,3.458,8.055000000000001,3.9,4.737000000000001,7.7765,5.926312500000001,,
264,Zagreb, Croatia,Europe,8.91,7.193999999999999,4.830000000000001,8.6575,7.266,3.211,7.331500000000001,2.2365,7.993499999999999,5.0335,4.9945,4.809,6.038916666666666,0,Good
